Id,Name,Origem__c,VigenciaInicio__c,VigenciaFim__c,EscopoRegra__c,GestaoSLA__c,Categorizacao__c,MarcoSLA__c,AreaAtendimento__c,Ativo__c,CreatedDate,LastModifiedDate
a3Mbe000000KHQ6EAO,RSC-003959,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybFEAS,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQ7EAO,RSC-003960,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybFEAS,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQ8EAO,RSC-003961,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybFEAS,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQ9EAO,RSC-003962,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybFEAS,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQAEA4,RSC-003963,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybFEAS,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQBEA4,RSC-003964,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybHEAS,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQCEA4,RSC-003965,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybHEAS,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQDEA4,RSC-003966,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybHEAS,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQEEA4,RSC-003967,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybHEAS,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQFEA4,RSC-003968,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybHEAS,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQGEA4,RSC-003969,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybDEAS,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQHEA4,RSC-003970,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybDEAS,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQIEA4,RSC-003971,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybDEAS,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQJEA4,RSC-003972,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybDEAS,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQKEA4,RSC-003973,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000BybDEAS,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQLEA4,RSC-003974,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BWEA0,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQMEA4,RSC-003975,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BWEA0,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQNEA4,RSC-003976,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BWEA0,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQOEA4,RSC-003977,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BWEA0,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQPEA4,RSC-003978,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BWEA0,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQQEA4,RSC-003979,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BXEA0,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQREA4,RSC-003980,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BXEA0,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQSEA4,RSC-003981,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BXEA0,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQTEA4,RSC-003982,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BXEA0,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQUEA4,RSC-003983,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BXEA0,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQVEA4,RSC-003984,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BYEA0,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQWEA4,RSC-003985,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BYEA0,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQXEA4,RSC-003986,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BYEA0,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQYEA4,RSC-003987,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BYEA0,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQZEA4,RSC-003988,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BYEA0,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQaEAO,RSC-003989,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BZEA0,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQbEAO,RSC-003990,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BZEA0,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQcEAO,RSC-003991,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BZEA0,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQdEAO,RSC-003992,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BZEA0,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQeEAO,RSC-003993,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BZEA0,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQfEAO,RSC-003994,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BaEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQgEAO,RSC-003995,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BaEAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQhEAO,RSC-003996,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BaEAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQiEAO,RSC-003997,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BaEAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQjEAO,RSC-003998,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BaEAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQkEAO,RSC-003999,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BbEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQlEAO,RSC-004000,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BbEAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQmEAO,RSC-004001,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BbEAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQnEAO,RSC-004002,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BbEAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQoEAO,RSC-004003,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BbEAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQpEAO,RSC-004004,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BcEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQqEAO,RSC-004005,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BcEAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQrEAO,RSC-004006,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BcEAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQsEAO,RSC-004007,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BcEAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQtEAO,RSC-004008,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BcEAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQuEAO,RSC-004009,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BdEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQvEAO,RSC-004010,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BdEAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQwEAO,RSC-004011,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BdEAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQxEAO,RSC-004012,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BdEAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQyEAO,RSC-004013,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BdEAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHQzEAO,RSC-004014,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BeEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHR0EAO,RSC-004015,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BeEAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHR1EAO,RSC-004016,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BeEAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHR2EAO,RSC-004017,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BeEAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHR3EAO,RSC-004018,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BeEAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHR4EAO,RSC-004019,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BfEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHR5EAO,RSC-004020,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BfEAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHR6EAO,RSC-004021,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BfEAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHR7EAO,RSC-004022,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BfEAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHR8EAO,RSC-004023,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BfEAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHR9EAO,RSC-004024,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByagEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRAEA4,RSC-004025,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByagEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRBEA4,RSC-004026,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByagEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRCEA4,RSC-004027,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByagEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRDEA4,RSC-004028,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByagEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHREEA4,RSC-004029,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByefEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRFEA4,RSC-004030,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByefEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRGEA4,RSC-004031,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByefEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRHEA4,RSC-004032,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByefEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRIEA4,RSC-004033,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByefEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRJEA4,RSC-004034,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BgEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRKEA4,RSC-004035,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BgEAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRLEA4,RSC-004036,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BgEAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRMEA4,RSC-004037,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BgEAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRNEA4,RSC-004038,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BgEAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHROEA4,RSC-004039,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByahEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRPEA4,RSC-004040,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByahEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRQEA4,RSC-004041,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByahEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRREA4,RSC-004042,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByahEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRSEA4,RSC-004043,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByahEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRTEA4,RSC-004044,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BhEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRUEA4,RSC-004045,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BhEAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRVEA4,RSC-004046,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BhEAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRWEA4,RSC-004047,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BhEAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRXEA4,RSC-004048,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BhEAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRYEA4,RSC-004049,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaiEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRZEA4,RSC-004050,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaiEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRaEAO,RSC-004051,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaiEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRbEAO,RSC-004052,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaiEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRcEAO,RSC-004053,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaiEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRdEAO,RSC-004054,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByajEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHReEAO,RSC-004055,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByajEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRfEAO,RSC-004056,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByajEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRgEAO,RSC-004057,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByajEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRhEAO,RSC-004058,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByajEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRiEAO,RSC-004059,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BiEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRjEAO,RSC-004060,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BiEAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRkEAO,RSC-004061,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BiEAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRlEAO,RSC-004062,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BiEAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRmEAO,RSC-004063,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BiEAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRnEAO,RSC-004064,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BjEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRoEAO,RSC-004065,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BjEAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRpEAO,RSC-004066,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BjEAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRqEAO,RSC-004067,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BjEAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRrEAO,RSC-004068,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BjEAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHRsEAO,RSC-004069,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BkEAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:35.000+0000,2026-06-13T22:14:06.000+0000
